agegroup,group,participant,block,trial,active_bool,handangle_deg,localization_deg,RT_ms
aging,aging_implicit,43,2,241,1,132.952489057111,128.897780289489,2791
aging,aging_implicit,43,2,242,1,94.7144531546595,85.5734969149297,4059
aging,aging_implicit,43,2,244,1,77.9764943012998,66.4578642828803,5564
aging,aging_implicit,43,2,245,1,108.888256175497,102.586872879666,4742
aging,aging_implicit,43,2,246,1,134.992446865547,131.307946932771,2500
aging,aging_implicit,43,2,248,1,115.223809587222,109.577056581752,4560
aging,aging_implicit,43,2,250,1,64.0768075362129,53.0280508643504,3720
aging,aging_implicit,43,2,251,1,97.3939058088195,88.6295396744388,2699
aging,aging_implicit,43,2,252,1,132.280157452689,128.794012514312,3159
aging,aging_implicit,43,3,380,1,70.632386229099,59.2809758251642,4256
aging,aging_implicit,43,3,381,1,123.053774772901,118.245788810767,2600
aging,aging_implicit,43,3,382,1,63.471517561305,52.5733120401102,3819
aging,aging_implicit,43,3,383,1,81.8197118853677,69.9413439223419,3609
aging,aging_implicit,43,3,384,1,143.614786821224,141.22707223532,2729
aging,aging_implicit,43,3,386,1,140.810422132216,137.842751458468,2459
aging,aging_implicit,43,3,388,1,45.2162541772981,32.7925159708973,3017
aging,aging_implicit,43,3,389,1,107.235976354356,101.257180936452,4073
aging,aging_implicit,43,3,390,1,142.808581123006,140.325495309232,2599
aging,aging_implicit,43,3,391,1,118.678416103502,113.439071456971,2655
aging,aging_implicit,43,3,393,1,74.2078390542979,62.4433256311853,2639
aging,aging_implicit,43,3,394,1,44.3817135458624,31.0177665790082,2659
aging,aging_implicit,43,3,395,1,136.701017769934,133.19839204626,2819
aging,aging_implicit,43,3,396,1,107.542126919056,100.825495163926,3521
aging,aging_implicit,43,4,523,1,153.974364385606,153.838346373541,3735
aging,aging_implicit,43,4,524,1,98.6505441073654,89.631555852231,3061
aging,aging_implicit,43,4,526,1,120.910667540639,115.711276051158,2480
aging,aging_implicit,43,4,527,1,68.2941035451726,57.1470254919136,2579
aging,aging_implicit,43,4,529,1,124.122362001428,119.038822221455,2500
aging,aging_implicit,43,4,530,1,75.4973641199168,63.1129239313284,2560
aging,aging_implicit,43,4,531,1,101.71598361909,93.4262855065672,2419
aging,aging_implicit,43,4,532,1,120.610084852897,115.374866961137,2679
aging,aging_implicit,43,4,534,1,44.8601943945915,32.5095505253195,2919
aging,aging_implicit,43,4,535,1,72.8115736765983,61.3970932302034,2439
aging,aging_implicit,43,4,536,1,138.536202947378,135.235812213933,5842
aging,aging_implicit,43,4,537,1,99.0941190173202,89.8890872852419,3484
aging,aging_implicit,43,4,538,1,113.966956133427,107.894962886389,2299
aging,aging_implicit,43,4,539,1,54.8665539253342,43.4790455568467,2508
aging,aging_implicit,43,4,540,1,135.497028751243,131.563991258058,2704
aging,aging_implicit,43,1,139,0,153.695485368188,149.277591912378,2399
aging,aging_implicit,43,1,140,0,117.373327917579,110.581066909151,2340
aging,aging_implicit,43,1,141,0,73.8818342815354,61.6751404098225,2655
aging,aging_implicit,43,1,142,0,42.662957679067,30.8441579004634,5160
aging,aging_implicit,43,1,144,0,93.4306720447326,82.4662681800978,2612
aging,aging_implicit,43,1,145,0,153.067827810316,149.061348931246,3140
aging,aging_implicit,43,1,147,0,46.5935091458501,34.2019002368523,2399
aging,aging_implicit,43,1,148,0,123.16685487275,116.954134785303,3655
aging,aging_implicit,43,1,150,0,32.3562390353829,21.3348484090898,2941
aging,aging_implicit,43,1,151,0,146.442902634309,142.59509462556,2459
aging,aging_implicit,43,1,152,0,95.839254356211,85.0982244204958,2300
aging,aging_implicit,43,1,153,0,79.0996028331883,66.7323048254402,2359
aging,aging_implicit,43,1,154,0,42.8089038148552,30.7809656237565,2921
aging,aging_implicit,43,1,155,0,148.702830445682,144.933249647611,2199
aging,aging_implicit,43,2,285,0,80.6440946784637,68.1264756382421,2612
aging,aging_implicit,43,2,286,0,71.2466187716688,59.0501135321432,2230
aging,aging_implicit,43,2,288,0,144.379909870845,140.56678038331,2180
aging,aging_implicit,43,2,289,0,130.952403754127,125.237530352225,4440
aging,aging_implicit,43,2,290,0,93.0871297908774,81.5721693072083,2330
aging,aging_implicit,43,2,292,0,74.3407815553338,62.0347338051841,2322
aging,aging_implicit,43,2,293,0,105.168285770606,96.6642591433555,2179
aging,aging_implicit,43,2,294,0,135.115970395974,130.119908511794,2259
aging,aging_implicit,43,2,296,0,111.863605349044,104.171298758682,2239
aging,aging_implicit,43,2,297,0,102.244262088266,92.8688475732674,2302
aging,aging_implicit,43,2,298,0,62.2569787260153,51.5760377600839,3348
aging,aging_implicit,43,2,299,0,94.9848012720853,84.277856835976,2616
aging,aging_implicit,43,2,300,0,130.076861563169,124.330395921427,2059
